BARANG,NAMA_BARANG_RAPIH,KATEGORI,MEREK,SPESIFIKASI,PART_NO,COA
FUEL INJECTION PUMP P/N Z6150-18-000 NANTONG ZICHAI Z-6150,PUMP FUEL INJECTION PUMP P N NANTONG ZICHAI Z 6150 (P/N: Z6150-18-000),PUMP,,,Z6150-18-000,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION PUMP P/N:320.61A.00.4 GUANGZHOU DIESEL 8320 ZCD-6,PUMP FUEL INJECTION PUMP P N GUANGZHOU DIESEL 8320 ZCD 6 (P/N: 320.61A.00.4),PUMP,,,320.61A.00.4,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION PUMP P/N:4W2549 CAT 3406 B,PUMP FUEL INJECTION PUMP P N 3406 B CAT (P/N: 4W2549),PUMP,CAT,,4W2549,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION PUMP P/N. 320.61.A.00.4 GUANG ZHOU DIESEL 8320 ZCD-,PUMP FUEL INJECTION PUMP P N GUANG ZHOU DIESEL 8320 ZCD (P/N: 320.61.A.00.4),PUMP,,,320.61.A.00.4,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION PUMP P/N. 320.61.A.00.4 GUANG ZHOU DIESEL 8320 ZCD-6,PUMP FUEL INJECTION PUMP P N GUANG ZHOU DIESEL 8320 ZCD 6 (P/N: 320.61.A.00.4),PUMP,,,320.61.A.00.4,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION PUMP PN 7E5888 CAT 3406,PUMP FUEL INJECTION PUMP PN 7E5888 3406 CAT,PUMP,CAT,,,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION PUMP S/N BH6B110YS25GB DONGFENG 6135,PUMP FUEL INJECTION PUMP S N BH6B110YS25GB 6135 DONGFENG,PUMP,DONGFENG,,,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION ROLLER ME GUANGZHOU DIESEL 8320 ZCD-6,LAIN-LAIN FUEL INJECTION ROLLER ME GUANGZHOU DIESEL 8320 ZCD 6,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTION VALVE ASSY (HM),VALVE FUEL INJECTION VALVE ASSY HM,VALVE,,,,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTOR ASSY P/N:G-46B-000 ME ANTAI WUXI G8300 ZC16BH,ENGINE PART FUEL INJECTOR ASSY P N ME ANTAI WUXI G8300 ZC16BH 000 M (P/N: G-46B-000),ENGINE PART,,000 M,G-46B-000,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTOR ASSY P/N:G-46B-000 ME ANTAI WUXI G8300 ZC18BH,ENGINE PART FUEL INJECTOR ASSY P N ME ANTAI WUXI G8300 ZC18BH 000 M (P/N: G-46B-000),ENGINE PART,,000 M,G-46B-000,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTOR ASSY WEIFANG ZH4100D3-1,ENGINE PART FUEL INJECTOR ASSY WEIFANG ZH4100D3 1,ENGINE PART,,,,PERLENGKAPAN KAPAL - MESIN
"FUEL INJECTOR CLAMP PLATE Z6150-01-028A, NANTONG ZICHAI Z6150",ENGINE PART FUEL INJECTOR CLAMP PLATE Z6150 01 028A NANTONG ZICHAI Z6150,ENGINE PART,,,,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTOR COMPLETE P/N:3440 MAKITA MITSUI B&W 8 L 35 MC,"ENGINE PART FUEL INJECTOR COMPLETE P N MITSUI B W 8 L 35 MC 3440 M, 35 M MAKITA (P/N: 3440)",ENGINE PART,MAKITA,"3440 M, 35 M",3440,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTOR COMPLETE P/N:H27200 SULZER 6AL20D,ENGINE PART FUEL INJECTOR COMPLETE P N 6AL20D SULZER (P/N: H27200),ENGINE PART,SULZER,,H27200,PERLENGKAPAN KAPAL - MESIN
FUEL INJECTOR PIPE P/N:LG-44-500B ME ANTAI WUXI G8300 ZC16BH,ENGINE PART FUEL INJECTOR PIPE P N 44 500B ME ANTAI WUXI G8300 ZC16BH LG (P/N: LG-44-500B),ENGINE PART,LG,,LG-44-500B,PERLENGKAPAN KAPAL - MESIN
FUEL LIMITER P/N:H46336 SULZER 6AL20D,LAIN-LAIN FUEL LIMITER P N 6AL20D SULZER (P/N: H46336),LAIN-LAIN,SULZER,,H46336,PERLENGKAPAN KAPAL - MESIN
FUEL NOZZLE P/N:P90910-0179-124 YMD MAN B&W S35MC-C9,ENGINE PART FUEL NOZZLE P N YMD S35MC C9 MAN B&W (P/N: P90910-0179-124),ENGINE PART,MAN B&W,,P90910-0179-124,PERLENGKAPAN KAPAL - MESIN
FUEL OIL FILTER (200ME) P/N:Y529000301Z AE DAIHATSU 6DK 20,FILTER FUEL OIL FILTER 200ME P N AE 6DK 20 200M DAIHATSU (P/N: Y529000301Z),FILTER,DAIHATSU,200M,Y529000301Z,PERLENGKAPAN KAPAL - MESIN
FUEL OIL PUMP TYPE GFH-V5L OIL BURNING APPARATUS - TYPE SSC-5,PUMP FUEL OIL PUMP TYPE GFH V5L OIL BURNING APPARATUS TYPE SSC 5,PUMP,,,,PERLENGKAPAN KAPAL - MESIN
FUEL OIL RETURN PIPE ASSY P/N:Z6150-16-200A AE NANTONG ZICHAI Z6150 ZLD-5,PIPE FITTING FUEL OIL RETURN PIPE ASSY P N AE NANTONG ZICHAI Z6150 ZLD 5 (P/N: Z6150-16-200A),PIPE FITTING,,,Z6150-16-200A,PERLENGKAPAN KAPAL - MESIN
FUEL OIL TREATMENT MARICHEM,CHEMICAL FUEL OIL TREATMENT MARICHEM,CHEMICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUEL PIPE JOINT P/N:G46B-014 ANTAI WUXI  X8320 ZC4B-1,PIPE FITTING FUEL PIPE JOINT P N ANTAI WUXI X8320 ZC4B 1 (P/N: G46B-014),PIPE FITTING,,,G46B-014,PERLENGKAPAN KAPAL - MESIN
FUEL PRESSURE PIPE COMPLETE P/N:H87080 SULZER 6AL20D,PIPE FITTING FUEL PRESSURE PIPE COMPLETE P N 6AL20D SULZER (P/N: H87080),PIPE FITTING,SULZER,,H87080,PERLENGKAPAN KAPAL - MESIN
FUEL PRESSURE PIPE COMPLETE P/N:Z 87013 SULZER 7RTA52U,PIPE FITTING FUEL PRESSURE PIPE COMPLETE P N 87013 7RTA52U SULZER (P/N: Z),PIPE FITTING,SULZER,,Z,PERLENGKAPAN KAPAL - MESIN
FUEL PUMP ASSY P/N P90901-0206-000 ME YMD MAN B&W 5S35MC-C9.2,PUMP FUEL PUMP ASSY P N ME YMD 5S35MC C9 2 000 M MAN B&W (P/N: P90901-0206-000),PUMP,MAN B&W,000 M,P90901-0206-000,PERLENGKAPAN KAPAL - MESIN
FUEL PUMP COMPLETE P/N:90901-0206-000 YMD MAN B&W S35MC-C9,PUMP FUEL PUMP COMPLETE P N YMD S35MC C9 MAN B&W (P/N: 90901-0206-000),PUMP,MAN B&W,,90901-0206-000,PERLENGKAPAN KAPAL - MESIN
FUEL PUMP ROLLER GUIDE COMPLETE P/N:P90902-0180-364 YMD MAN B&W S35MC-C,PUMP FUEL PUMP ROLLER GUIDE COMPLETE P N YMD S35MC C MAN B&W (P/N: P90902-0180-364),PUMP,MAN B&W,,P90902-0180-364,PERLENGKAPAN KAPAL - MESIN
FUEL STUD FOR FUEL INJECTOR P/N:H27211 SULZER 6AL20D,ENGINE PART FUEL STUD FOR FUEL INJECTOR P N 6AL20D SULZER (P/N: H27211),ENGINE PART,SULZER,,H27211,PERLENGKAPAN KAPAL - MESIN
FUEL TRANSFER PUMP ASSY P/N: G-A47 ME NINGBO G8300 ZC18BH,PUMP FUEL TRANSFER PUMP ASSY P N ME NINGBO G8300 ZC18BH (P/N: G-A47),PUMP,,,G-A47,PERLENGKAPAN KAPAL - MESIN
FUEL VALVE DISC P/N:P90910-0179-207 YMD MAN B&W S35MC-C9,VALVE FUEL VALVE DISC P N YMD S35MC C9 MAN B&W (P/N: P90910-0179-207),VALVE,MAN B&W,,P90910-0179-207,PERLENGKAPAN KAPAL - MESIN
FULLER,LAIN-LAIN FULLER,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
"FULLER 12""","LAIN-LAIN FULLER 12 12""",LAIN-LAIN,,"12""",,PERLENGKAPAN KAPAL - MESIN
"FULLER 12"" JERMAN","LAIN-LAIN FULLER 12 JER 12"" MAN",LAIN-LAIN,MAN,"12""",,PERLENGKAPAN KAPAL - MESIN
"FULLER 4""","LAIN-LAIN FULLER 4 4""",LAIN-LAIN,,"4""",,PERLENGKAPAN KAPAL - MESIN
"FULLER 4"" ( SET )","LAIN-LAIN FULLER 4 SET 4""",LAIN-LAIN,,"4""",,PERLENGKAPAN KAPAL - MESIN
"FULLER 4"" TEKIRO","LAIN-LAIN FULLER 4 TEKIRO 4""",LAIN-LAIN,,"4""",,PERLENGKAPAN KAPAL - MESIN
"FULLER 4""(UK.0,05 MM)","LAIN-LAIN FULLER 4 UK 0 05 MM 0,05 MM, 4""",LAIN-LAIN,,"0,05 MM, 4""",,PERLENGKAPAN KAPAL - MESIN
"FULLER 5""","LAIN-LAIN FULLER 5 5""",LAIN-LAIN,,"5""",,PERLENGKAPAN KAPAL - MESIN
"FULLER D 0,5 1 MM X 100 MM","LAIN-LAIN FULLER D 0 5 1 MM X 100 MM 1 MM, 100 MM",LAIN-LAIN,,"1 MM, 100 MM",,PERLENGKAPAN KAPAL - MESIN
FULLER GAUGE 30 CM,LAIN-LAIN FULLER GAUGE 30 CM 30 CM,LAIN-LAIN,,30 CM,,PERLENGKAPAN KAPAL - MESIN
FULLER GAUGE TKR,LAIN-LAIN FULLER GAUGE TKR,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - MESIN
"FULLER KLEP 8"" 13 PCS ( 0.05 - 1 MM )","LAIN-LAIN FULLER KLEP 8 13 PCS 0 05 1 MM 1 MM, 8""",LAIN-LAIN,,"1 MM, 8""",,PERLENGKAPAN KAPAL - MESIN
FULLY AUTOMATIC BACKFLUSH FILTER,FILTER FULLY AUTOMATIC BACKFLUSH FILTER,FILTER,,,,PERLENGKAPAN KAPAL - MESIN
FURUNO 03P9339C POWER SUPPLY AC FOR FAR 21170,LAIN-LAIN FURUNO 03P9339C POWER SUPPLY AC FOR FAR 21170,LAIN-LAIN,,,,PERLENGKAPAN KAPAL - DECK
FUSE (8 X 32 - 16A),ELECTRICAL FUSE 8 X 32 16A 8 X 32,ELECTRICAL,,8 X 32,,PERLENGKAPAN KAPAL - MESIN
FUSE (8 X 32 - 6A),ELECTRICAL FUSE 8 X 32 6A 8 X 32,ELECTRICAL,,8 X 32,,PERLENGKAPAN KAPAL - MESIN
FUSE 00 100 A SIBA,ELECTRICAL FUSE 00 100 A SIBA,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
"FUSE 10 X 3,8 6A","ELECTRICAL FUSE 10 X 3 8 6A 10 X 3,8",ELECTRICAL,,"10 X 3,8",,PERLENGKAPAN KAPAL - MESIN
FUSE 10 X 38 16 A,ELECTRICAL FUSE 10 X 38 16 A 10 X 38,ELECTRICAL,,10 X 38,,PERLENGKAPAN KAPAL - MESIN
FUSE 10 X 38 2A,ELECTRICAL FUSE 10 X 38 2A 10 X 38,ELECTRICAL,,10 X 38,,PERLENGKAPAN KAPAL - MESIN
FUSE 10 X 38 6A,ELECTRICAL FUSE 10 X 38 6A 10 X 38,ELECTRICAL,,10 X 38,,PERLENGKAPAN KAPAL - MESIN
FUSE 10A,ELECTRICAL FUSE 10A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 10A 380V 32 MM,ELECTRICAL FUSE 10A 380V 32 MM 32 MM,ELECTRICAL,,32 MM,,PERLENGKAPAN KAPAL - MESIN
FUSE 10A 380V 8 MM PANJANG 32 MM,"ELECTRICAL FUSE 10A 380V 8 MM PANJANG 32 MM 32 MM, 8 MM",ELECTRICAL,,"32 MM, 8 MM",,PERLENGKAPAN KAPAL - MESIN
FUSE 125A,ELECTRICAL FUSE 125A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 160A,ELECTRICAL FUSE 160A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 25A,ELECTRICAL FUSE 25A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 30A,ELECTRICAL FUSE 30A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 35NZ02,ELECTRICAL FUSE 35NZ02,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 3A,ELECTRICAL FUSE 3A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 4A (8 X 31),ELECTRICAL FUSE 4A 8 X 31 8 X 31,ELECTRICAL,,8 X 31,,PERLENGKAPAN KAPAL - MESIN
FUSE 50A-500V,ELECTRICAL FUSE 50A 500V,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE 5A,ELECTRICAL FUSE 5A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE BATU 16A,ELECTRICAL FUSE BATU 16A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE BATU 35A,ELECTRICAL FUSE BATU 35A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE BATU LIKON 25A,ELECTRICAL FUSE BATU LN 25A IKO,ELECTRICAL,IKO,,,PERLENGKAPAN KAPAL - MESIN
FUSE BUSSMAN GL/GG 63A,ELECTRICAL FUSE BUSS GL GG 63A MAN,ELECTRICAL,MAN,,,PERLENGKAPAN KAPAL - MESIN
FUSE CAPSUL TYPE RT18-32X,ELECTRICAL FUSE CAPSUL TYPE RT18 32X,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE CELLOLITE NC 1 3A,ELECTRICAL FUSE CELLOLITE NC 1 3A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE FCF2-10 10A UK.15X50,ELECTRICAL FUSE FCF2 10 10A UK 15X50 15X50,ELECTRICAL,,15X50,,PERLENGKAPAN KAPAL - MESIN
FUSE HOLDER 160A-500V,ELECTRICAL FUSE HOLDER 160A 500V,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE HOLDER COMPLIET WIHT FUSE 10 AMPERE,ELECTRICAL FUSE HOLDER COMPLIET WIHT FUSE 10 AMPERE 10 AMP,ELECTRICAL,,10 AMP,,PERLENGKAPAN KAPAL - MESIN
FUSE HOLDER IN BODY INCLUDING WITH FUSE 20 AMP,ELECTRICAL FUSE HOLDER IN BODY INCLUDING WITH FUSE 20 AMP 20 AMP,ELECTRICAL,,20 AMP,,PERLENGKAPAN KAPAL - MESIN
FUSE HOLDER TYPE RT18-32X   ,ELECTRICAL FUSE HOLDER TYPE RT18 32X,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE HOLDER UK5 HESI,ELECTRICAL FUSE HOLDER UK5 HESI,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE HOLDER WITH FUSE 80 AMPERE,ELECTRICAL FUSE HOLDER WITH FUSE 80 AMPERE 80 AMP,ELECTRICAL,,80 AMP,,PERLENGKAPAN KAPAL - MESIN
"FUSE KACA 0,5A",ELECTRICAL FUSE KACA 0 5A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 10A,ELECTRICAL FUSE KACA 10A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 10A 20 X 5,ELECTRICAL FUSE KACA 10A 20 X 5 20 X 5,ELECTRICAL,,20 X 5,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 10A 30 X 6,ELECTRICAL FUSE KACA 10A 30 X 6 30 X 6,ELECTRICAL,,30 X 6,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 15 A,ELECTRICAL FUSE KACA 15 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 1A,ELECTRICAL FUSE KACA 1A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 1A 20 X 5,ELECTRICAL FUSE KACA 1A 20 X 5 20 X 5,ELECTRICAL,,20 X 5,,PERLENGKAPAN KAPAL - MESIN
"FUSE KACA 25 A DIA 8 MM, P. 30 MM","ELECTRICAL FUSE KACA 25 A DIA 8 MM P 30 MM 30 MM, 8 MM",ELECTRICAL,,"30 MM, 8 MM",,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 2A,ELECTRICAL FUSE KACA 2A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 2A DIA 5MM P.20 MM,"ELECTRICAL FUSE KACA 2A DIA 5MM P 20 MM 20 MM, 5MM",ELECTRICAL,,"20 MM, 5MM",,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 30A,ELECTRICAL FUSE KACA 30A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 4 A,ELECTRICAL FUSE KACA 4 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 5 A,ELECTRICAL FUSE KACA 5 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 5A 20 X 5,ELECTRICAL FUSE KACA 5A 20 X 5 20 X 5,ELECTRICAL,,20 X 5,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 5A 30 X 6,ELECTRICAL FUSE KACA 5A 30 X 6 30 X 6,ELECTRICAL,,30 X 6,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 6A,ELECTRICAL FUSE KACA 6A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KACA 8 A,ELECTRICAL FUSE KACA 8 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 10A,ELECTRICAL FUSE KERAMIK 10A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 10X38MM 500V 10A,ELECTRICAL FUSE KERAMIK 10X38MM 500V 10A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 16A,ELECTRICAL FUSE KERAMIK 16A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 1A,ELECTRICAL FUSE KERAMIK 1A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 2 A TANGGUNG,ELECTRICAL FUSE KERAMIK 2 A TANGGUNG,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 2A,ELECTRICAL FUSE KERAMIK 2A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 32A + BRACKET,ELECTRICAL FUSE KERAMIK 32A BRACKET,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 35A - 500V,ELECTRICAL FUSE KERAMIK 35A 500V,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 3A,ELECTRICAL FUSE KERAMIK 3A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 4 A,ELECTRICAL FUSE KERAMIK 4 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 50 A,ELECTRICAL FUSE KERAMIK 50 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 5A 500V,ELECTRICAL FUSE KERAMIK 5A 500V,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 63 A,ELECTRICAL FUSE KERAMIK 63 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 6A,ELECTRICAL FUSE KERAMIK 6A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
"FUSE KERAMIK 6A 2,5CM","ELECTRICAL FUSE KERAMIK 6A 2 5CM 2,5CM",ELECTRICAL,,"2,5CM",,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK 8 A,ELECTRICAL FUSE KERAMIK 8 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE KERAMIK F10 250V,ELECTRICAL FUSE KERAMIK F10 250V,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE NH 00 80A,ELECTRICAL FUSE NH 00 80A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE NH 50A,ELECTRICAL FUSE NH 50A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE P/N:RT18,ELECTRICAL FUSE P N (P/N: RT18),ELECTRICAL,,,RT18,PERLENGKAPAN KAPAL - MESIN
FUSE RO26 10A,ELECTRICAL FUSE RO26 10A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE RO26 6A,ELECTRICAL FUSE RO26 6A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE RT 29-16 (R014),ELECTRICAL FUSE RT 29 16 R014,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE SEKERING 5A AC DC,ELECTRICAL FUSE SEKERING 5A AC DC,ELECTRICAL,,,,PERLENGKAPAN KAPAL - DECK
FUSE TABUNG 10 A,ELECTRICAL FUSE TABUNG 10 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
"FUSE TABUNG 10A  8,5 X 31,5 250 - 500V","ELECTRICAL FUSE TABUNG 10A 8 5 X 31 5 250 500V 8,5 X 31,5",ELECTRICAL,,"8,5 X 31,5",,PERLENGKAPAN KAPAL - MESIN
"FUSE TABUNG 12A  8,5 X 31,5 250 - 500V","ELECTRICAL FUSE TABUNG 12A 8 5 X 31 5 250 500V 8,5 X 31,5",ELECTRICAL,,"8,5 X 31,5",,PERLENGKAPAN KAPAL - MESIN
FUSE TABUNG 2 A,ELECTRICAL FUSE TABUNG 2 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE TABUNG 20 A,ELECTRICAL FUSE TABUNG 20 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
"FUSE TABUNG 20A  8,5 X 31,5 250 - 500V","ELECTRICAL FUSE TABUNG 20A 8 5 X 31 5 250 500V 8,5 X 31,5",ELECTRICAL,,"8,5 X 31,5",,PERLENGKAPAN KAPAL - MESIN
"FUSE TABUNG 2A  8,5 X 31,5 250 - 500V","ELECTRICAL FUSE TABUNG 2A 8 5 X 31 5 250 500V 8,5 X 31,5",ELECTRICAL,,"8,5 X 31,5",,PERLENGKAPAN KAPAL - MESIN
"FUSE TABUNG 4A  8,5 X 31,5 250 - 500V","ELECTRICAL FUSE TABUNG 4A 8 5 X 31 5 250 500V 8,5 X 31,5",ELECTRICAL,,"8,5 X 31,5",,PERLENGKAPAN KAPAL - MESIN
FUSE TABUNG 5 A,ELECTRICAL FUSE TABUNG 5 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
"FUSE TABUNG 6A  8,5 X 31,5 250 - 500V","ELECTRICAL FUSE TABUNG 6A 8 5 X 31 5 250 500V 8,5 X 31,5",ELECTRICAL,,"8,5 X 31,5",,PERLENGKAPAN KAPAL - MESIN
FUSE TUSUK 10 A,ELECTRICAL FUSE TUSUK 10 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE TUSUK20 A,ELECTRICAL FUSE TUSUK20 A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE TYPE NH 00 125A,ELECTRICAL FUSE TYPE NH 00 125A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE TYPE NH 00 63A,ELECTRICAL FUSE TYPE NH 00 63A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE TYPE NT 00 160A,ELECTRICAL FUSE TYPE NT 00 160A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE TYPE NT00 100A,ELECTRICAL FUSE TYPE NT00 100A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE TYPE NT00 50A,ELECTRICAL FUSE TYPE NT00 50A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE UC 10A,ELECTRICAL FUSE UC 10A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE UC 15A,ELECTRICAL FUSE UC 15A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
FUSE UC 3A,ELECTRICAL FUSE UC 3A,ELECTRICAL,,,,PERLENGKAPAN KAPAL - MESIN
"FW COOLER TYPE:SL22-00 Q:22M3 P:0,667MPA SN:22070817 WUXI LINYUAN HEAT EXCHANGER CO.LTD","LAIN-LAIN FW COOLER TYPE SL22 00 Q 22M3 P 0 667MPA SN 22070817 WUXI LINYUAN HEAT EXCHANGER CO LTD 0,667M, 22M",LAIN-LAIN,,"0,667M, 22M",,PERLENGKAPAN KAPAL - MESIN
FW PUMP ASSY P/N:3081408 CUMMINS NTA 855 D(M),PUMP FW PUMP ASSY P N NTA 855 D M CUMMINS (P/N: 3081408),PUMP,CUMMINS,,3081408,PERLENGKAPAN KAPAL - MESIN
FWD BUSHING P/N:481SC713-03 STERN TUBE SEAL HPQ2-380(FWD),SEAL FWD BUSHING P N STERN TUBE SEAL HPQ2 380 FWD (P/N: 481SC713-03),SEAL,,,481SC713-03,PERLENGKAPAN KAPAL - MESIN
"FWD GASKET, STERNTUBE SEAL CYQ2-330",SEAL FWD GASKET STERNTUBE SEAL CYQ2 330,SEAL,,,,PERLENGKAPAN KAPAL - MESIN
FWD O SEALING RING 250 X 8.6 P/N:GB1235-76 STERTUBE SEAL,SEAL FWD O SEALING RING 250 X 8 6 P N STERTUBE SEAL 250 X 8.6 (P/N: GB1235-76),SEAL,,250 X 8.6,GB1235-76,PERLENGKAPAN KAPAL - MESIN
G RING P/N:035962 JP SAUER & SOHN WP 200,LAIN-LAIN G RING P N JP SAUER SOHN WP 200 (P/N: 035962),LAIN-LAIN,,,035962,PERLENGKAPAN KAPAL - MESIN
"G-01-006 ANTI CORROSION ZINC PLATE,NINGBO G8300 ZC18BH",LAIN-LAIN ANTI CORROSION ZINC PLATE NINGBO G8300 ZC18BH (P/N: G-01-006),LAIN-LAIN,,,G-01-006,PERLENGKAPAN KAPAL - MESIN
"G-01-015C SHELL SEAT,ANTAI WUXI G8300 ZC16BH",LAIN-LAIN SHELL SEAT ANTAI WUXI G8300 ZC16BH (P/N: G-01-015C),LAIN-LAIN,,,G-01-015C,PERLENGKAPAN KAPAL - MESIN
"G-01-025A JOINT,ANTAI WUXI G8300 ZC16BH",LAIN-LAIN JOINT ANTAI WUXI G8300 ZC16BH (P/N: G-01-025A),LAIN-LAIN,,,G-01-025A,PERLENGKAPAN KAPAL - MESIN
"G-01-201N INTAKE GUIDE ROD,NINGBO G8300 ZC18BH",LAIN-LAIN INTAKE GUIDE ROD NINGBO G8300 ZC18BH (P/N: G-01-201N),LAIN-LAIN,,,G-01-201N,PERLENGKAPAN KAPAL - MESIN
"G-01-205 PRESS BALL SEAT, ME ANTAI WUXI G8300 ZC16BH",LAIN-LAIN PRESS BALL SEAT ME ANTAI WUXI G8300 ZC16BH (P/N: G-01-205),LAIN-LAIN,,,G-01-205,PERLENGKAPAN KAPAL - MESIN
"G-01-207 BALANCE ADJUSTING SCREW,ANTAI WUXI G8300 ZC16BH",FASTENER BALANCE ADJUSTING SCREW ANTAI WUXI G8300 ZC16BH (P/N: G-01-207),FASTENER,,,G-01-207,PERLENGKAPAN KAPAL - MESIN
